Text,Sentiment
Redmi A3 is a satisfactory smartphone that includes the entire features more than expected.,positive
display problem,negative
Vivo funtouch OS SUCKS itna ghatiya I have Desi gaaliyan for it only ... Battery life is not more than a day with YouTube and internet surfing only.And I think fingerprint sensor is not good ..no matter what is the pricing of the phone.. it's not in screen fingerprint sensor after all so it could be better.And loud speaker is also ok not upto the mark ..my previous phone Moto G3 has great loudspeaker in it.,neutral
very very bad packing by flipkart i am flipkart plus member,negative
Product not up to the mark. Sound destort when u volume up to full. Sound quality also not good. I am going for another brand.,negative
bad product not buy this itme,negative
Fingerpring reader is very smooth n working fast Rear camera is very nice but front camera and screen flash not good as expected Battery backup just awesome Sensor is very bad when u connect to call screen light doesnt off properly thats very bad and other switches pressed by touch of your chik,negative
Very good phone...I am using it from October 2016....after 4-5 months the colour on side buttons started fading slowly....even few of my friends phone I mean same matte black iPhone 7 paint started peeking from side.... Apple was not able to rectify as it's not covered under warrenty... My advise is Kindly wait for iPhone 8 to get it launched...or better buy iPhone 7 silver or rose gold varient... Thank You,neutral
waste of money bad product,negative
very hard item compared to local brand waste products,negative
plastic quality is very light horizontal swing does not work the blades automatically will come down wheel lock doesnt work the cooler still moves even after the lock,negative
This is a very good phone and the face recognisation is also good all in all its a very good device,positive
Good item....,positive
it is not quick response moreover does not understand much i think alexa is much bett,neutral
"Samsung M20 offers a decently high battery.Although not a perfect 5000 Mah battery .Lasts about a day with medium to high usage. Although the ram is 4 gb, Apps take a while to open and close which is a major setback of this phone. Processing speed is also quite slow which is again a setback .User interface is very nice ,better than Xiaomi at least because it doesn’t have annoying ads .Camera is fairly good for its specification for it can take moderate photographs with average sharpness and resolution.",neutral
